city,postal_code,ad_type,property_type,reference,title,publication_date,modification_date,new_property,rooms_quantity,bedrooms_quantity,price,photos
Périgueux,24000,buy,castle,1201879527,Château,1970-01-01T00:00:00.000Z,2023-09-06T18:40:34.557Z,False,21,9,3600000,"http://photos.exportadapt.com/12018/1201879527_20.jpg, http://photos.exportadapt.com/12018/1201879527_4.jpg, http://photos.exportadapt.com/12018/1201879527_19.jpg, http://photos.exportadapt.com/12018/1201879527_3.jpg, http://photos.exportadapt.com/12018/1201879527_2.jpg, http://photos.exportadapt.com/12018/1201879527_6.jpg, http://photos.exportadapt.com/12018/1201879527_16.jpg, http://photos.exportadapt.com/12018/1201879527_18.jpg, http://photos.exportadapt.com/12018/1201879527_1.jpg, http://photos.exportadapt.com/12018/1201879527_7.jpg, http://photos.exportadapt.com/12018/1201879527_15.jpg, http://photos.exportadapt.com/12018/1201879527_14.jpg, http://photos.exportadapt.com/12018/1201879527_17.jpg, http://photos.exportadapt.com/12018/1201879527_13.jpg, http://photos.exportadapt.com/12018/1201879527_8.jpg, http://photos.exportadapt.com/12018/1201879527_10.jpg, http://photos.exportadapt.com/12018/1201879527_9.jpg, http://photos.exportadapt.com/12018/1201879527_11.jpg, http://photos.exportadapt.com/12018/1201879527_12.jpg"
Eysines,33320,buy,castle,VU1-341,Eyzines - Domaine de 463m² avec 6800m² de terrain - piscine - dépendance,1970-01-01T00:00:00.000Z,2023-08-28T10:28:35.872Z,False,14,5,1440000,"https://photos.ubiflow.net/923058/389446721/photos/1.jpg?INSOON_EB_5512801818_20230621125939, https://photos.ubiflow.net/923058/389446721/photos/2.jpg?INSOON_EB_5512801818_20230621125939, https://photos.ubiflow.net/923058/389446721/photos/3.jpg?INSOON_EB_5512801818_20230621125939, https://photos.ubiflow.net/923058/389446721/photos/4.jpg?INSOON_EB_5512801818_20230621125939, https://photos.ubiflow.net/923058/389446721/photos/5.jpg?INSOON_EB_5512801818_20230621125939, https://photos.ubiflow.net/923058/389446721/photos/6.jpg?INSOON_EB_5512801818_20230621125939, https://photos.ubiflow.net/923058/389446721/photos/7.jpg?INSOON_EB_5512801818_20230621125939, https://photos.ubiflow.net/923058/389446721/photos/8.jpg?INSOON_EB_5512801818_20230621125939, https://photos.ubiflow.net/923058/389446721/photos/9.jpg?INSOON_EB_5512801818_20230621125939, https://photos.ubiflow.net/923058/389446721/photos/10.jpg?INSOON_EB_5512801818_20230621125939, https://photos.ubiflow.net/923058/389446721/photos/11.jpg?INSOON_EB_5512801818_20230621125939, https://photos.ubiflow.net/923058/389446721/photos/12.jpg?INSOON_EB_5512801818_20230621125939, https://photos.ubiflow.net/923058/389446721/photos/13.jpg?INSOON_EB_5512801818_20230621125939, https://photos.ubiflow.net/923058/389446721/photos/14.jpg?INSOON_EB_5512801818_20230621125939, https://photos.ubiflow.net/923058/389446721/photos/15.jpg?INSOON_EB_5512801818_20230621125939, https://photos.ubiflow.net/923058/389446721/photos/16.jpg?INSOON_EB_5512801818_20230621125939, https://photos.ubiflow.net/923058/389446721/photos/17.jpg?INSOON_EB_5512801818_20230621125939, https://photos.ubiflow.net/923058/389446721/photos/18.jpg?INSOON_EB_5512801818_20230621125939, https://photos.ubiflow.net/923058/389446721/photos/19.jpg?INSOON_EB_5512801818_20230621125940, https://photos.ubiflow.net/923058/389446721/photos/20.jpg?INSOON_EB_5512801818_20230621125940"
Mazamet,81200,investment,castle,1201232594,Château,1970-01-01T00:00:00.000Z,2023-08-26T18:37:28.360Z,False,15,11,930000,"http://photos.exportadapt.com/12012/1201232594_39.jpg, http://photos.exportadapt.com/12012/1201232594_35.jpg, http://photos.exportadapt.com/12012/1201232594_27.jpg, http://photos.exportadapt.com/12012/1201232594_3.jpg, http://photos.exportadapt.com/12012/1201232594_12.jpg, http://photos.exportadapt.com/12012/1201232594_1.jpg, http://photos.exportadapt.com/12012/1201232594_5.jpg, http://photos.exportadapt.com/12012/1201232594_9.jpg, http://photos.exportadapt.com/12012/1201232594_6.jpg, http://photos.exportadapt.com/12012/1201232594_13.jpg, http://photos.exportadapt.com/12012/1201232594_17.jpg, http://photos.exportadapt.com/12012/1201232594_18.jpg, http://photos.exportadapt.com/12012/1201232594_29.jpg, http://photos.exportadapt.com/12012/1201232594_24.jpg, http://photos.exportadapt.com/12012/1201232594_30.jpg"
Brunet,04210,buy,castle,830033462610,"A VENDRE, RARE,04210,Château du XIII ièm siècle, pour les amoureux de l' AUTHENTICITE !",1970-01-01T00:00:00.000Z,2023-09-10T07:59:58.969Z,False,5,3,649000,"https://photos.ubiflow.net/60811/388114682/photos/1.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/2.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/3.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/4.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/5.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/6.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/7.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/8.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/9.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/10.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/11.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/12.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/13.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/14.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/15.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/16.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/17.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/18.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/19.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/20.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/21.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/22.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/23.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/24.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/25.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/26.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/27.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/28.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/29.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/30.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/31.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/32.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/33.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/34.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/35.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/36.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/37.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/38.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/39.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/40.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/41.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/42.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/43.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/44.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/45.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/46.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/47.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/48.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/49.jpg?INSOON_EB_5512801818_20230609113551, https://photos.ubiflow.net/60811/388114682/photos/50.jpg?INSOON_EB_5512801818_20230609113551"
Montseveroux,38122,buy,castle,1306546,Vente Château 8 pièces,1970-01-01T00:00:00.000Z,2023-09-10T14:13:12.543Z,False,8,4,580000,"https://passerelle.static.iadfrance.com/photos/realestate/2023-04/product-1349647-1.jpg?bridge=bien-ici&ts=202306161414, https://passerelle.static.iadfrance.com/photos/realestate/2023-04/product-1349647-2.jpg?bridge=bien-ici&ts=202306161414, https://passerelle.static.iadfrance.com/photos/realestate/2023-04/product-1349647-3.jpg?bridge=bien-ici&ts=202306161414, https://passerelle.static.iadfrance.com/photos/realestate/2023-04/product-1349647-4.jpg?bridge=bien-ici&ts=202306161414, https://passerelle.static.iadfrance.com/photos/realestate/2023-04/product-1349647-5.jpg?bridge=bien-ici&ts=202306161414, https://passerelle.static.iadfrance.com/photos/realestate/2023-04/product-1349647-6.jpg?bridge=bien-ici&ts=202306161414, https://passerelle.static.iadfrance.com/photos/realestate/2023-04/product-1349647-7.jpg?bridge=bien-ici&ts=202306161414, https://passerelle.static.iadfrance.com/photos/realestate/2023-04/product-1349647-8.jpg?bridge=bien-ici&ts=202306161414, https://passerelle.static.iadfrance.com/photos/realestate/2023-04/product-1349647-9.jpg?bridge=bien-ici&ts=202306161414, https://passerelle.static.iadfrance.com/photos/realestate/2023-04/product-1349647-10.jpg?bridge=bien-ici&ts=202306161414, https://passerelle.static.iadfrance.com/photos/realestate/2023-04/product-1349647-11.jpg?bridge=bien-ici&ts=202306161414, https://passerelle.static.iadfrance.com/photos/realestate/2023-04/product-1349647-12.jpg?bridge=bien-ici&ts=202306161414, https://passerelle.static.iadfrance.com/photos/realestate/2023-04/product-1349647-13.jpg?bridge=bien-ici&ts=202306161414, https://passerelle.static.iadfrance.com/photos/realestate/2023-04/product-1349647-14.jpg?bridge=bien-ici&ts=202306161414, https://passerelle.static.iadfrance.com/photos/realestate/2023-04/product-1349647-15.jpg?bridge=bien-ici&ts=202306161414"
Mauvezin,32120,buy,castle,1283_60291,Exclusivité : Château entre Armagnac et Lomagne,1970-01-01T00:00:00.000Z,2023-09-07T05:18:51.786Z,False,14,9,731500,"https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_b7f602cc4ffe34bb0b9426280d747109.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_fe2bf9d2765f85ea9df43b8cdea87125.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_0576b4a15956bf223c276889643ed856.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_df16cc9ec52b3503c81d0fc70d1a0399.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_de4628e95efe8a08ba8d56464b876602.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_8daf70619aa6a1e877b18561b6b32a38.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_2330c8e011344506bd9e9d85a71b6f7e.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_7e4277b28da0c82d02ef95e739526827.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_496be3cc2fed208a64a2434f5d5912e8.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_e508306712283ac7863d1bebb2f15c9d.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_8b5bccc29d4f5201c371208b7b322560.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_c17b4b7111efc9dee8a452f3333c9991.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_6316e338791fb7d1c55bcc950b39c9c3.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_e34c68a919da1a8dc25545bb438de7db.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_fad145fe500e679aff5f5b871388c3c3.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_5ab5850c38d16cae84869a4b8019cc98.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_43cc01a79c475e65fa778a84b8874b96.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_822444896bf578a6c76a7b5e1da3f4f7.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_f15dd8f3d85274e1f2f1418058419257.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_28a31af34daa2f7db326c313cdb1f364.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_3a28968c205e64c178332b0dd97c5b0a.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_8b2bde60ba255e8b2b736b2da079bf4f.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_1de148730a5d7ebb3a7d28dab232ca2e.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_bd3955a6bc8767e8f0d5416755a66b15.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_4d49f6ba620b3f30820342b644ff5be8.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_899a15b2109561ba550cd087e5cb941f.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_f03c6927d019688616bdfc32e181ceb3.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_bc2a67a7d91bc3b05db4385f2779101f.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_4c32657b824f18decf0b168ebb61f1b1.jpg, https://expertimo.staticlbi.com/original/images/biens/1283/ee1a281a3de2cfd262ad79fd95909989/photo_91bdc502f899d6915f018f6e35fc5276.jpg"
Pailloles,47440,prestige,castle,888864,Magnifique maison de Maître historique,1970-01-01T00:00:00.000Z,2023-09-03T22:32:25.955Z,False,18,6,1550000,"https://photo.safti.fr/biens/8/88/888864/14752370691141b62d9dd6a5ea1999e95103bcfe/g.jpg, https://photo.safti.fr/biens/8/88/888864/f27123d5fdf490cb78e2621815081cc5945ab478/g.jpg, https://photo.safti.fr/biens/8/88/888864/5631d1240cd99ddfbdb8f115e5398100e036d450/g.jpg, https://photo.safti.fr/biens/8/88/888864/949597e2c4be8a467628b348f02b07c558161a63/g.jpg, https://photo.safti.fr/biens/8/88/888864/c8f9560d3ac2ce31742b569c98d12c747de71d39/g.jpg, https://photo.safti.fr/biens/8/88/888864/5bef4470dfe037db57c8a4efab98fc235d15550a/g.jpg, https://photo.safti.fr/biens/8/88/888864/65431068b53514fb8eab5160f8b8d72868fc04d3/g.jpg, https://photo.safti.fr/biens/8/88/888864/3021c5715f57398dc66da9ed60304d94d86f43bc/g.jpg, https://photo.safti.fr/biens/8/88/888864/66de3ad4b72efacdd67d06bbdc157f28f6cd263b/g.jpg, https://photo.safti.fr/biens/8/88/888864/fdc010c3d75d6abe05b7878165784fc693e0a187/g.jpg, https://photo.safti.fr/biens/8/88/888864/86aa27dc9433b5a90b0949ce3f9b1bd4e9f086d7/g.jpg, https://photo.safti.fr/biens/8/88/888864/52c4ae37383a79fd6b3b3ec39dd81e3144c03ff4/g.jpg, https://photo.safti.fr/biens/8/88/888864/e4d02a9a306d1a193fa61c32c23f77e3acc221f5/g.jpg, https://photo.safti.fr/biens/8/88/888864/73a9fc77a789090e93f7dacbace1c63cd94ce4ef/g.jpg, https://photo.safti.fr/biens/8/88/888864/5d210ba981d4b42efa3586722c3606495f80d407/g.jpg, https://photo.safti.fr/biens/8/88/888864/986081897ae8dddf21c9810a6c5181107da45e8a/g.jpg, https://photo.safti.fr/biens/8/88/888864/1f3f95533e8250788839a4f29c7296a945f0d30f/g.jpg, https://photo.safti.fr/biens/8/88/888864/125f9690c4dc0ef8d2eab8da811014db4aeeb773/g.jpg, https://photo.safti.fr/biens/8/88/888864/73b13d3409e9c99429297144508c2ba523d3e7a2/g.jpg, https://photo.safti.fr/biens/8/88/888864/c183419c179f9791acbaeab37c6986beec1d326d/g.jpg"
Aumagne,17770,buy,castle,1315440,Vente Château 8 pièces,1970-01-01T00:00:00.000Z,2023-08-11T20:05:46.429Z,False,8,7,934995,"https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-1.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-2.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-3.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-4.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-5.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-6.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-7.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-8.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-9.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-10.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-11.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-12.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-13.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-14.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-15.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-16.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-17.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-18.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-19.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-20.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-21.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-22.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-23.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-24.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-25.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-26.jpg?bridge=bien-ici&ts=202307260835, https://passerelle.static.iadfrance.com/photos/realestate/2023-05/product-1359188-27.jpg?bridge=bien-ici&ts=202307260835"
Saint-Christol,84390,buy,castle,3011434557,Château,1970-01-01T00:00:00.000Z,2023-09-01T19:08:21.285Z,False,10,8,565000,"http://photos.exportadapt.com/30114/3011434557_17.jpg, http://photos.exportadapt.com/30114/3011434557_1.jpg, http://photos.exportadapt.com/30114/3011434557_3.jpg, http://photos.exportadapt.com/30114/3011434557_7.jpg, http://photos.exportadapt.com/30114/3011434557_9.jpg, http://photos.exportadapt.com/30114/3011434557_11.jpg, http://photos.exportadapt.com/30114/3011434557_12.jpg, http://photos.exportadapt.com/30114/3011434557_13.jpg, http://photos.exportadapt.com/30114/3011434557_14.jpg, http://photos.exportadapt.com/30114/3011434557_15.jpg, http://photos.exportadapt.com/30114/3011434557_4.jpg, http://photos.exportadapt.com/30114/3011434557_5.jpg, http://photos.exportadapt.com/30114/3011434557_8.jpg, http://photos.exportadapt.com/30114/3011434557_6.jpg, http://photos.exportadapt.com/30114/3011434557_10.jpg"
Sainte-Marie-aux-Mines,68160,buy,castle,750081011-43,Château 5 chambre(s) à vendre,1970-01-01T00:00:00.000Z,2023-09-10T01:10:59.556Z,False,12,5,1352000,"https://photos.ubiflow.net/681404/378034792/photos/1.jpg?INSOON_EB_5512801818_20230909130929, https://photos.ubiflow.net/681404/378034792/photos/2.jpg?INSOON_EB_5512801818_20230908203215, https://photos.ubiflow.net/681404/378034792/photos/3.jpg?INSOON_EB_5512801818_20230909171819, https://photos.ubiflow.net/681404/378034792/photos/4.jpg?INSOON_EB_5512801818_20230909171819, https://photos.ubiflow.net/681404/378034792/photos/5.jpg?INSOON_EB_5512801818_20230908203216, https://photos.ubiflow.net/681404/378034792/photos/6.jpg?INSOON_EB_5512801818_20230909011204, https://photos.ubiflow.net/681404/378034792/photos/7.jpg?INSOON_EB_5512801818_20230908203216, https://photos.ubiflow.net/681404/378034792/photos/8.jpg?INSOON_EB_5512801818_20230907182733, https://photos.ubiflow.net/681404/378034792/photos/9.jpg?INSOON_EB_5512801818_20230909011204"
